from,to,conversion_factor
1997,1998,1.043937957390063
1998,1998,1
1999,1998,1.0341815277985629
2000,1998,1.0368453746401993
2001,1998,1.0379265443088241
2002,1998,1.0295377225964293
2003,1998,1.0310040888613647
2004,1998,1.0317398714758126
2005,1998,1.03634617017485
2006,1998,1.037798037663388
2007,1998,1.0407167690394892
2008,1998,1.0694505280081967
2009,1998,1.0232687670545302
2010,1998,1.0299212821626715
2011,1998,1.0449698305485993
2012,1998,1.0348341045519274
2013,1998,1.027433551887506
2014,1998,1.0228164387639684
2015,1998,1.015080896769836
2016,1998,1.0156897575492994
2017,1998,1.0241149869140294
1962,1999,1.0341815277985629
1963,1999,1.0341815277985629
1964,1999,1.0341815277985629
1965,1999,1.0341815277985629
1966,1999,1.0341815277985629
1967,1999,1.0341815277985629
1968,1999,1.0341815277985629
1969,1999,1.0341815277985629
1970,1999,1.0341815277985629
1971,1999,1.0341815277985629
1972,1999,1.0341815277985629
1973,1999,1.0341815277985629
1974,1999,1.0341815277985629
1975,1999,1.0341815277985629
1976,1999,1.0341815277985629
1977,1999,1.0341815277985629
1978,1999,1.0341815277985629
1979,1999,1.0341815277985629
1980,1999,1.0341815277985629
1981,1999,1.0341815277985629
1982,1999,1.0341815277985629
1983,1999,1.0341815277985629
1984,1999,1.0341815277985629
1985,1999,1.0341815277985629
1986,1999,1.0341815277985629
1987,1999,1.0341815277985629
1988,1999,1.0341815277985629
1989,1999,1.0341815277985629
1990,1999,1.0341815277985629
1991,1999,1.0341815277985629
1992,1999,1.0341815277985629
1993,1999,1.0341815277985629
1994,1999,1.0341815277985629
1995,1999,1.0341815277985629
1996,1999,1.0341815277985629
1997,1999,1.0341815277985629
1998,1999,1.0341815277985629
1999,1999,1
2000,1999,1.0368453746401993
2001,1999,1.0379265443088241
2002,1999,1.0295377225964293
2003,1999,1.0310040888613647
2004,1999,1.0317398714758126
2005,1999,1.03634617017485
2006,1999,1.037798037663388
2007,1999,1.0407167690394892
2008,1999,1.0694505280081967
2009,1999,1.0232687670545302
2010,1999,1.0299212821626715
2011,1999,1.0449698305485993
2012,1999,1.0348341045519274
2013,1999,1.027433551887506
2014,1999,1.0228164387639684
2015,1999,1.015080896769836
2016,1999,1.0156897575492994
2017,1999,1.0241149869140294
1962,2000,1.0368453746401993
1963,2000,1.0368453746401993
1964,2000,1.0368453746401993
1965,2000,1.0368453746401993
1966,2000,1.0368453746401993
1967,2000,1.0368453746401993
1968,2000,1.0368453746401993
1969,2000,1.0368453746401993
1970,2000,1.0368453746401993
1971,2000,1.0368453746401993
1972,2000,1.0368453746401993
1973,2000,1.0368453746401993
1974,2000,1.0368453746401993
1975,2000,1.0368453746401993
1976,2000,1.0368453746401993
1977,2000,1.0368453746401993
1978,2000,1.0368453746401993
1979,2000,1.0368453746401993
1980,2000,1.0368453746401993
1981,2000,1.0368453746401993
1982,2000,1.0368453746401993
1983,2000,1.0368453746401993
1984,2000,1.0368453746401993
1985,2000,1.0368453746401993
1986,2000,1.0368453746401993
1987,2000,1.0368453746401993
1988,2000,1.0368453746401993
1989,2000,1.0368453746401993
1990,2000,1.0368453746401993
1991,2000,1.0368453746401993
1992,2000,1.0368453746401993
1993,2000,1.0368453746401993
1994,2000,1.0368453746401993
1995,2000,1.0368453746401993
1996,2000,1.0368453746401993
1997,2000,1.0368453746401993
1998,2000,1.0368453746401993
1999,2000,1.0368453746401993
2000,2000,1
2001,2000,1.0379265443088241
2002,2000,1.0295377225964293
2003,2000,1.0310040888613647
2004,2000,1.0317398714758126
2005,2000,1.03634617017485
2006,2000,1.037798037663388
2007,2000,1.0407167690394892
2008,2000,1.0694505280081967
2009,2000,1.0232687670545302
2010,2000,1.0299212821626715
2011,2000,1.0449698305485993
2012,2000,1.0348341045519274
2013,2000,1.027433551887506
2014,2000,1.0228164387639684
2015,2000,1.015080896769836
2016,2000,1.0156897575492994
2017,2000,1.0241149869140294
1962,2001,1.0379265443088241
1963,2001,1.0379265443088241
1964,2001,1.0379265443088241
1965,2001,1.0379265443088241
1966,2001,1.0379265443088241
1967,2001,1.0379265443088241
1968,2001,1.0379265443088241
1969,2001,1.0379265443088241
1970,2001,1.0379265443088241
1971,2001,1.0379265443088241
1972,2001,1.0379265443088241
1973,2001,1.0379265443088241
1974,2001,1.0379265443088241
1975,2001,1.0379265443088241
1976,2001,1.0379265443088241
1977,2001,1.0379265443088241
1978,2001,1.0379265443088241
1979,2001,1.0379265443088241
1980,2001,1.0379265443088241
1981,2001,1.0379265443088241
1982,2001,1.0379265443088241
1983,2001,1.0379265443088241
1984,2001,1.0379265443088241
1985,2001,1.0379265443088241
1986,2001,1.0379265443088241
1987,2001,1.0379265443088241
1988,2001,1.0379265443088241
1989,2001,1.0379265443088241
1990,2001,1.0379265443088241
1991,2001,1.0379265443088241
1992,2001,1.0379265443088241
1993,2001,1.0379265443088241
1994,2001,1.0379265443088241
1995,2001,1.0379265443088241
1996,2001,1.0379265443088241
1997,2001,1.0379265443088241
1998,2001,1.0379265443088241
1999,2001,1.0379265443088241
2000,2001,1.0379265443088241
2001,2001,1
2002,2001,1.0295377225964293
2003,2001,1.0310040888613647
2004,2001,1.0317398714758126
2005,2001,1.03634617017485
2006,2001,1.037798037663388
2007,2001,1.0407167690394892
2008,2001,1.0694505280081967
2009,2001,1.0232687670545302
2010,2001,1.0299212821626715
2011,2001,1.0449698305485993
2012,2001,1.0348341045519274
2013,2001,1.027433551887506
2014,2001,1.0228164387639684
2015,2001,1.015080896769836
2016,2001,1.0156897575492994
2017,2001,1.0241149869140294
1962,2002,1.0295377225964293
1963,2002,1.0295377225964293
1964,2002,1.0295377225964293
1965,2002,1.0295377225964293
1966,2002,1.0295377225964293
1967,2002,1.0295377225964293
1968,2002,1.0295377225964293
1969,2002,1.0295377225964293
1970,2002,1.0295377225964293
1971,2002,1.0295377225964293
1972,2002,1.0295377225964293
1973,2002,1.0295377225964293
1974,2002,1.0295377225964293
1975,2002,1.0295377225964293
1976,2002,1.0295377225964293
1977,2002,1.0295377225964293
1978,2002,1.0295377225964293
1979,2002,1.0295377225964293
1980,2002,1.0295377225964293
1981,2002,1.0295377225964293
1982,2002,1.0295377225964293
1983,2002,1.0295377225964293
1984,2002,1.0295377225964293
1985,2002,1.0295377225964293
1986,2002,1.0295377225964293
1987,2002,1.0295377225964293
1988,2002,1.0295377225964293
1989,2002,1.0295377225964293
1990,2002,1.0295377225964293
1991,2002,1.0295377225964293
1992,2002,1.0295377225964293
1993,2002,1.0295377225964293
1994,2002,1.0295377225964293
1995,2002,1.0295377225964293
1996,2002,1.0295377225964293
1997,2002,1.0295377225964293
1998,2002,1.0295377225964293
1999,2002,1.0295377225964293
2000,2002,1.0295377225964293
2001,2002,1.0295377225964293
2002,2002,1
2003,2002,1.0310040888613647
2004,2002,1.0317398714758126
2005,2002,1.03634617017485
2006,2002,1.037798037663388
2007,2002,1.0407167690394892
2008,2002,1.0694505280081967
2009,2002,1.0232687670545302
2010,2002,1.0299212821626715
2011,2002,1.0449698305485993
2012,2002,1.0348341045519274
2013,2002,1.027433551887506
2014,2002,1.0228164387639684
2015,2002,1.015080896769836
2016,2002,1.0156897575492994
2017,2002,1.0241149869140294
1962,2003,1.0310040888613647
1963,2003,1.0310040888613647
1964,2003,1.0310040888613647
1965,2003,1.0310040888613647
1966,2003,1.0310040888613647
1967,2003,1.0310040888613647
1968,2003,1.0310040888613647
1969,2003,1.0310040888613647
1970,2003,1.0310040888613647
1971,2003,1.0310040888613647
1972,2003,1.0310040888613647
1973,2003,1.0310040888613647
1974,2003,1.0310040888613647
1975,2003,1.0310040888613647
1976,2003,1.0310040888613647
1977,2003,1.0310040888613647
1978,2003,1.0310040888613647
1979,2003,1.0310040888613647
1980,2003,1.0310040888613647
1981,2003,1.0310040888613647
1982,2003,1.0310040888613647
1983,2003,1.0310040888613647
1984,2003,1.0310040888613647
1985,2003,1.0310040888613647
1986,2003,1.0310040888613647
1987,2003,1.0310040888613647
1988,2003,1.0310040888613647
1989,2003,1.0310040888613647
1990,2003,1.0310040888613647
1991,2003,1.0310040888613647
1992,2003,1.0310040888613647
1993,2003,1.0310040888613647
1994,2003,1.0310040888613647
1995,2003,1.0310040888613647
1996,2003,1.0310040888613647
1997,2003,1.0310040888613647
1998,2003,1.0310040888613647
1999,2003,1.0310040888613647
2000,2003,1.0310040888613647
2001,2003,1.0310040888613647
2002,2003,1.0310040888613647
2003,2003,1
2004,2003,1.0317398714758126
2005,2003,1.03634617017485
2006,2003,1.037798037663388
2007,2003,1.0407167690394892
2008,2003,1.0694505280081967
2009,2003,1.0232687670545302
2010,2003,1.0299212821626715
2011,2003,1.0449698305485993
2012,2003,1.0348341045519274
2013,2003,1.027433551887506
2014,2003,1.0228164387639684
2015,2003,1.015080896769836
2016,2003,1.0156897575492994
2017,2003,1.0241149869140294
1962,2004,1.0317398714758126
1963,2004,1.0317398714758126
1964,2004,1.0317398714758126
1965,2004,1.0317398714758126
1966,2004,1.0317398714758126
1967,2004,1.0317398714758126
1968,2004,1.0317398714758126
1969,2004,1.0317398714758126
1970,2004,1.0317398714758126
1971,2004,1.0317398714758126
1972,2004,1.0317398714758126
1973,2004,1.0317398714758126
1974,2004,1.0317398714758126
1975,2004,1.0317398714758126
1976,2004,1.0317398714758126
1977,2004,1.0317398714758126
1978,2004,1.0317398714758126
1979,2004,1.0317398714758126
1980,2004,1.0317398714758126
1981,2004,1.0317398714758126
1982,2004,1.0317398714758126
1983,2004,1.0317398714758126
1984,2004,1.0317398714758126
1985,2004,1.0317398714758126
1986,2004,1.0317398714758126
1987,2004,1.0317398714758126
1988,2004,1.0317398714758126
1989,2004,1.0317398714758126
1990,2004,1.0317398714758126
1991,2004,1.0317398714758126
1992,2004,1.0317398714758126
1993,2004,1.0317398714758126
1994,2004,1.0317398714758126
1995,2004,1.0317398714758126
1996,2004,1.0317398714758126
1997,2004,1.0317398714758126
1998,2004,1.0317398714758126
1999,2004,1.0317398714758126
2000,2004,1.0317398714758126
2001,2004,1.0317398714758126
2002,2004,1.0317398714758126
2003,2004,1.0317398714758126
2004,2004,1
2005,2004,1.03634617017485
2006,2004,1.037798037663388
2007,2004,1.0407167690394892
2008,2004,1.0694505280081967
2009,2004,1.0232687670545302
2010,2004,1.0299212821626715
2011,2004,1.0449698305485993
2012,2004,1.0348341045519274
2013,2004,1.027433551887506
2014,2004,1.0228164387639684
2015,2004,1.015080896769836
2016,2004,1.0156897575492994
2017,2004,1.0241149869140294
1962,2005,1.03634617017485
1963,2005,1.03634617017485
1964,2005,1.03634617017485
1965,2005,1.03634617017485
1966,2005,1.03634617017485
1967,2005,1.03634617017485
1968,2005,1.03634617017485
1969,2005,1.03634617017485
1970,2005,1.03634617017485
1971,2005,1.03634617017485
1972,2005,1.03634617017485
1973,2005,1.03634617017485
1974,2005,1.03634617017485
1975,2005,1.03634617017485
1976,2005,1.03634617017485
1977,2005,1.03634617017485
1978,2005,1.03634617017485
1979,2005,1.03634617017485
1980,2005,1.03634617017485
1981,2005,1.03634617017485
1982,2005,1.03634617017485
1983,2005,1.03634617017485
1984,2005,1.03634617017485
1985,2005,1.03634617017485
1986,2005,1.03634617017485
1987,2005,1.03634617017485
1988,2005,1.03634617017485
1989,2005,1.03634617017485
1990,2005,1.03634617017485
1991,2005,1.03634617017485
1992,2005,1.03634617017485
1993,2005,1.03634617017485
1994,2005,1.03634617017485
1995,2005,1.03634617017485
1996,2005,1.03634617017485
1997,2005,1.03634617017485
1998,2005,1.03634617017485
1999,2005,1.03634617017485
2000,2005,1.03634617017485
2001,2005,1.03634617017485
2002,2005,1.03634617017485
2003,2005,1.03634617017485
2004,2005,1.03634617017485
2005,2005,1
2006,2005,1.037798037663388
2007,2005,1.0407167690394892
2008,2005,1.0694505280081967
2009,2005,1.0232687670545302
2010,2005,1.0299212821626715
2011,2005,1.0449698305485993
2012,2005,1.0348341045519274
2013,2005,1.027433551887506
2014,2005,1.0228164387639684
2015,2005,1.015080896769836
2016,2005,1.0156897575492994
2017,2005,1.0241149869140294
1962,2006,1.037798037663388
1963,2006,1.037798037663388
1964,2006,1.037798037663388
1965,2006,1.037798037663388
1966,2006,1.037798037663388
1967,2006,1.037798037663388
1968,2006,1.037798037663388
1969,2006,1.037798037663388
1970,2006,1.037798037663388
1971,2006,1.037798037663388
1972,2006,1.037798037663388
1973,2006,1.037798037663388
1974,2006,1.037798037663388
1975,2006,1.037798037663388
1976,2006,1.037798037663388
1977,2006,1.037798037663388
1978,2006,1.037798037663388
1979,2006,1.037798037663388
1980,2006,1.037798037663388
1981,2006,1.037798037663388
1982,2006,1.037798037663388
1983,2006,1.037798037663388
1984,2006,1.037798037663388
1985,2006,1.037798037663388
1986,2006,1.037798037663388
1987,2006,1.037798037663388
1988,2006,1.037798037663388
1989,2006,1.037798037663388
1990,2006,1.037798037663388
1991,2006,1.037798037663388
1992,2006,1.037798037663388
1993,2006,1.037798037663388
1994,2006,1.037798037663388
1995,2006,1.037798037663388
1996,2006,1.037798037663388
1997,2006,1.037798037663388
1998,2006,1.037798037663388
1999,2006,1.037798037663388
2000,2006,1.037798037663388
2001,2006,1.037798037663388
2002,2006,1.037798037663388
2003,2006,1.037798037663388
2004,2006,1.037798037663388
2005,2006,1.037798037663388
2006,2006,1
2007,2006,1.0407167690394892
2008,2006,1.0694505280081967
2009,2006,1.0232687670545302
2010,2006,1.0299212821626715
2011,2006,1.0449698305485993
2012,2006,1.0348341045519274
2013,2006,1.027433551887506
2014,2006,1.0228164387639684
2015,2006,1.015080896769836
2016,2006,1.0156897575492994
2017,2006,1.0241149869140294
1962,2007,1.0407167690394892
1963,2007,1.0407167690394892
1964,2007,1.0407167690394892
1965,2007,1.0407167690394892
1966,2007,1.0407167690394892
1967,2007,1.0407167690394892
1968,2007,1.0407167690394892
1969,2007,1.0407167690394892
1970,2007,1.0407167690394892
1971,2007,1.0407167690394892
1972,2007,1.0407167690394892
1973,2007,1.0407167690394892
1974,2007,1.0407167690394892
1975,2007,1.0407167690394892
1976,2007,1.0407167690394892
1977,2007,1.0407167690394892
1978,2007,1.0407167690394892
1979,2007,1.0407167690394892
1980,2007,1.0407167690394892
1981,2007,1.0407167690394892
1982,2007,1.0407167690394892
1983,2007,1.0407167690394892
1984,2007,1.0407167690394892
1985,2007,1.0407167690394892
1986,2007,1.0407167690394892
1987,2007,1.0407167690394892
1988,2007,1.0407167690394892
1989,2007,1.0407167690394892
1990,2007,1.0407167690394892
1991,2007,1.0407167690394892
1992,2007,1.0407167690394892
1993,2007,1.0407167690394892
1994,2007,1.0407167690394892
1995,2007,1.0407167690394892
1996,2007,1.0407167690394892
1997,2007,1.0407167690394892
1998,2007,1.0407167690394892
1999,2007,1.0407167690394892
2000,2007,1.0407167690394892
2001,2007,1.0407167690394892
2002,2007,1.0407167690394892
2003,2007,1.0407167690394892
2004,2007,1.0407167690394892
2005,2007,1.0407167690394892
2006,2007,1.0407167690394892
2007,2007,1
2008,2007,1.0694505280081967
2009,2007,1.0232687670545302
2010,2007,1.0299212821626715
2011,2007,1.0449698305485993
2012,2007,1.0348341045519274
2013,2007,1.027433551887506
2014,2007,1.0228164387639684
2015,2007,1.015080896769836
2016,2007,1.0156897575492994
2017,2007,1.0241149869140294
1962,2008,1.0694505280081967
1963,2008,1.0694505280081967
1964,2008,1.0694505280081967
1965,2008,1.0694505280081967
1966,2008,1.0694505280081967
1967,2008,1.0694505280081967
1968,2008,1.0694505280081967
1969,2008,1.0694505280081967
1970,2008,1.0694505280081967
1971,2008,1.0694505280081967
1972,2008,1.0694505280081967
1973,2008,1.0694505280081967
1974,2008,1.0694505280081967
1975,2008,1.0694505280081967
1976,2008,1.0694505280081967
1977,2008,1.0694505280081967
1978,2008,1.0694505280081967
1979,2008,1.0694505280081967
1980,2008,1.0694505280081967
1981,2008,1.0694505280081967
1982,2008,1.0694505280081967
1983,2008,1.0694505280081967
1984,2008,1.0694505280081967
1985,2008,1.0694505280081967
1986,2008,1.0694505280081967
1987,2008,1.0694505280081967
1988,2008,1.0694505280081967
1989,2008,1.0694505280081967
1990,2008,1.0694505280081967
1991,2008,1.0694505280081967
1992,2008,1.0694505280081967
1993,2008,1.0694505280081967
1994,2008,1.0694505280081967
1995,2008,1.0694505280081967
1996,2008,1.0694505280081967
1997,2008,1.0694505280081967
1998,2008,1.0694505280081967
1999,2008,1.0694505280081967
2000,2008,1.0694505280081967
2001,2008,1.0694505280081967
2002,2008,1.0694505280081967
2003,2008,1.0694505280081967
2004,2008,1.0694505280081967
2005,2008,1.0694505280081967
2006,2008,1.0694505280081967
2007,2008,1.0694505280081967
2008,2008,1
2009,2008,1.0232687670545302
2010,2008,1.0299212821626715
2011,2008,1.0449698305485993
2012,2008,1.0348341045519274
2013,2008,1.027433551887506
2014,2008,1.0228164387639684
2015,2008,1.015080896769836
2016,2008,1.0156897575492994
2017,2008,1.0241149869140294
1962,2009,1.0232687670545302
1963,2009,1.0232687670545302
1964,2009,1.0232687670545302
1965,2009,1.0232687670545302
1966,2009,1.0232687670545302
1967,2009,1.0232687670545302
1968,2009,1.0232687670545302
1969,2009,1.0232687670545302
1970,2009,1.0232687670545302
1971,2009,1.0232687670545302
1972,2009,1.0232687670545302
1973,2009,1.0232687670545302
1974,2009,1.0232687670545302
1975,2009,1.0232687670545302
1976,2009,1.0232687670545302
1977,2009,1.0232687670545302
1978,2009,1.0232687670545302
1979,2009,1.0232687670545302
1980,2009,1.0232687670545302
1981,2009,1.0232687670545302
1982,2009,1.0232687670545302
1983,2009,1.0232687670545302
1984,2009,1.0232687670545302
1985,2009,1.0232687670545302
1986,2009,1.0232687670545302
1987,2009,1.0232687670545302
1988,2009,1.0232687670545302
1989,2009,1.0232687670545302
1990,2009,1.0232687670545302
1991,2009,1.0232687670545302
1992,2009,1.0232687670545302
1993,2009,1.0232687670545302
1994,2009,1.0232687670545302
1995,2009,1.0232687670545302
1996,2009,1.0232687670545302
1997,2009,1.0232687670545302
1998,2009,1.0232687670545302
1999,2009,1.0232687670545302
2000,2009,1.0232687670545302
2001,2009,1.0232687670545302
2002,2009,1.0232687670545302
2003,2009,1.0232687670545302
2004,2009,1.0232687670545302
2005,2009,1.0232687670545302
2006,2009,1.0232687670545302
2007,2009,1.0232687670545302
2008,2009,1.0232687670545302
2009,2009,1
2010,2009,1.0299212821626715
2011,2009,1.0449698305485993
2012,2009,1.0348341045519274
2013,2009,1.027433551887506
2014,2009,1.0228164387639684
2015,2009,1.015080896769836
2016,2009,1.0156897575492994
2017,2009,1.0241149869140294
1962,2010,1.0299212821626715
1963,2010,1.0299212821626715
1964,2010,1.0299212821626715
1965,2010,1.0299212821626715
1966,2010,1.0299212821626715
1967,2010,1.0299212821626715
1968,2010,1.0299212821626715
1969,2010,1.0299212821626715
1970,2010,1.0299212821626715
1971,2010,1.0299212821626715
1972,2010,1.0299212821626715
1973,2010,1.0299212821626715
1974,2010,1.0299212821626715
1975,2010,1.0299212821626715
1976,2010,1.0299212821626715
1977,2010,1.0299212821626715
1978,2010,1.0299212821626715
1979,2010,1.0299212821626715
1980,2010,1.0299212821626715
1981,2010,1.0299212821626715
1982,2010,1.0299212821626715
1983,2010,1.0299212821626715
1984,2010,1.0299212821626715
1985,2010,1.0299212821626715
1986,2010,1.0299212821626715
1987,2010,1.0299212821626715
1988,2010,1.0299212821626715
1989,2010,1.0299212821626715
1990,2010,1.0299212821626715
1991,2010,1.0299212821626715
1992,2010,1.0299212821626715
1993,2010,1.0299212821626715
1994,2010,1.0299212821626715
1995,2010,1.0299212821626715
1996,2010,1.0299212821626715
1997,2010,1.0299212821626715
1998,2010,1.0299212821626715
1999,2010,1.0299212821626715
2000,2010,1.0299212821626715
2001,2010,1.0299212821626715
2002,2010,1.0299212821626715
2003,2010,1.0299212821626715
2004,2010,1.0299212821626715
2005,2010,1.0299212821626715
2006,2010,1.0299212821626715
2007,2010,1.0299212821626715
2008,2010,1.0299212821626715
2009,2010,1.0299212821626715
2010,2010,1
2011,2010,1.0449698305485993
2012,2010,1.0348341045519274
2013,2010,1.027433551887506
2014,2010,1.0228164387639684
2015,2010,1.015080896769836
2016,2010,1.0156897575492994
2017,2010,1.0241149869140294
1962,2011,1.0449698305485993
1963,2011,1.0449698305485993
1964,2011,1.0449698305485993
1965,2011,1.0449698305485993
1966,2011,1.0449698305485993
1967,2011,1.0449698305485993
1968,2011,1.0449698305485993
1969,2011,1.0449698305485993
1970,2011,1.0449698305485993
1971,2011,1.0449698305485993
1972,2011,1.0449698305485993
1973,2011,1.0449698305485993
1974,2011,1.0449698305485993
1975,2011,1.0449698305485993
1976,2011,1.0449698305485993
1977,2011,1.0449698305485993
1978,2011,1.0449698305485993
1979,2011,1.0449698305485993
1980,2011,1.0449698305485993
1981,2011,1.0449698305485993
1982,2011,1.0449698305485993
1983,2011,1.0449698305485993
1984,2011,1.0449698305485993
1985,2011,1.0449698305485993
1986,2011,1.0449698305485993
1987,2011,1.0449698305485993
1988,2011,1.0449698305485993
1989,2011,1.0449698305485993
1990,2011,1.0449698305485993
1991,2011,1.0449698305485993
1992,2011,1.0449698305485993
1993,2011,1.0449698305485993
1994,2011,1.0449698305485993
1995,2011,1.0449698305485993
1996,2011,1.0449698305485993
1997,2011,1.0449698305485993
1998,2011,1.0449698305485993
1999,2011,1.0449698305485993
2000,2011,1.0449698305485993
2001,2011,1.0449698305485993
2002,2011,1.0449698305485993
2003,2011,1.0449698305485993
2004,2011,1.0449698305485993
2005,2011,1.0449698305485993
2006,2011,1.0449698305485993
2007,2011,1.0449698305485993
2008,2011,1.0449698305485993
2009,2011,1.0449698305485993
2010,2011,1.0449698305485993
2011,2011,1
2012,2011,1.0348341045519274
2013,2011,1.027433551887506
2014,2011,1.0228164387639684
2015,2011,1.015080896769836
2016,2011,1.0156897575492994
2017,2011,1.0241149869140294
1962,2012,1.0348341045519274
1963,2012,1.0348341045519274
1964,2012,1.0348341045519274
1965,2012,1.0348341045519274
1966,2012,1.0348341045519274
1967,2012,1.0348341045519274
1968,2012,1.0348341045519274
1969,2012,1.0348341045519274
1970,2012,1.0348341045519274
1971,2012,1.0348341045519274
1972,2012,1.0348341045519274
1973,2012,1.0348341045519274
1974,2012,1.0348341045519274
1975,2012,1.0348341045519274
1976,2012,1.0348341045519274
1977,2012,1.0348341045519274
1978,2012,1.0348341045519274
1979,2012,1.0348341045519274
1980,2012,1.0348341045519274
1981,2012,1.0348341045519274
1982,2012,1.0348341045519274
1983,2012,1.0348341045519274
1984,2012,1.0348341045519274
1985,2012,1.0348341045519274
1986,2012,1.0348341045519274
1987,2012,1.0348341045519274
1988,2012,1.0348341045519274
1989,2012,1.0348341045519274
1990,2012,1.0348341045519274
1991,2012,1.0348341045519274
1992,2012,1.0348341045519274
1993,2012,1.0348341045519274
1994,2012,1.0348341045519274
1995,2012,1.0348341045519274
1996,2012,1.0348341045519274
1997,2012,1.0348341045519274
1998,2012,1.0348341045519274
1999,2012,1.0348341045519274
2000,2012,1.0348341045519274
2001,2012,1.0348341045519274
2002,2012,1.0348341045519274
2003,2012,1.0348341045519274
2004,2012,1.0348341045519274
2005,2012,1.0348341045519274
2006,2012,1.0348341045519274
2007,2012,1.0348341045519274
2008,2012,1.0348341045519274
2009,2012,1.0348341045519274
2010,2012,1.0348341045519274
2011,2012,1.0348341045519274
2012,2012,1
2013,2012,1.027433551887506
2014,2012,1.0228164387639684
2015,2012,1.015080896769836
2016,2012,1.0156897575492994
2017,2012,1.0241149869140294
1962,2013,1.027433551887506
1963,2013,1.027433551887506
1964,2013,1.027433551887506
1965,2013,1.027433551887506
1966,2013,1.027433551887506
1967,2013,1.027433551887506
1968,2013,1.027433551887506
1969,2013,1.027433551887506
1970,2013,1.027433551887506
1971,2013,1.027433551887506
1972,2013,1.027433551887506
1973,2013,1.027433551887506
1974,2013,1.027433551887506
1975,2013,1.027433551887506
1976,2013,1.027433551887506
1977,2013,1.027433551887506
1978,2013,1.027433551887506
1979,2013,1.027433551887506
1980,2013,1.027433551887506
1981,2013,1.027433551887506
1982,2013,1.027433551887506
1983,2013,1.027433551887506
1984,2013,1.027433551887506
1985,2013,1.027433551887506
1986,2013,1.027433551887506
1987,2013,1.027433551887506
1988,2013,1.027433551887506
1989,2013,1.027433551887506
1990,2013,1.027433551887506
1991,2013,1.027433551887506
1992,2013,1.027433551887506
1993,2013,1.027433551887506
1994,2013,1.027433551887506
1995,2013,1.027433551887506
1996,2013,1.027433551887506
1997,2013,1.027433551887506
1998,2013,1.027433551887506
1999,2013,1.027433551887506
2000,2013,1.027433551887506
2001,2013,1.027433551887506
2002,2013,1.027433551887506
2003,2013,1.027433551887506
2004,2013,1.027433551887506
2005,2013,1.027433551887506
2006,2013,1.027433551887506
2007,2013,1.027433551887506
2008,2013,1.027433551887506
2009,2013,1.027433551887506
2010,2013,1.027433551887506
2011,2013,1.027433551887506
2012,2013,1.027433551887506
2013,2013,1
2014,2013,1.0228164387639684
2015,2013,1.015080896769836
2016,2013,1.0156897575492994
2017,2013,1.0241149869140294
1962,2014,1.0228164387639684
1963,2014,1.0228164387639684
1964,2014,1.0228164387639684
1965,2014,1.0228164387639684
1966,2014,1.0228164387639684
1967,2014,1.0228164387639684
1968,2014,1.0228164387639684
1969,2014,1.0228164387639684
1970,2014,1.0228164387639684
1971,2014,1.0228164387639684
1972,2014,1.0228164387639684
1973,2014,1.0228164387639684
1974,2014,1.0228164387639684
1975,2014,1.0228164387639684
1976,2014,1.0228164387639684
1977,2014,1.0228164387639684
1978,2014,1.0228164387639684
1979,2014,1.0228164387639684
1980,2014,1.0228164387639684
1981,2014,1.0228164387639684
1982,2014,1.0228164387639684
1983,2014,1.0228164387639684
1984,2014,1.0228164387639684
1985,2014,1.0228164387639684
1986,2014,1.0228164387639684
1987,2014,1.0228164387639684
1988,2014,1.0228164387639684
1989,2014,1.0228164387639684
1990,2014,1.0228164387639684
1991,2014,1.0228164387639684
1992,2014,1.0228164387639684
1993,2014,1.0228164387639684
1994,2014,1.0228164387639684
1995,2014,1.0228164387639684
1996,2014,1.0228164387639684
1997,2014,1.0228164387639684
1998,2014,1.0228164387639684
1999,2014,1.0228164387639684
2000,2014,1.0228164387639684
2001,2014,1.0228164387639684
2002,2014,1.0228164387639684
2003,2014,1.0228164387639684
2004,2014,1.0228164387639684
2005,2014,1.0228164387639684
2006,2014,1.0228164387639684
2007,2014,1.0228164387639684
2008,2014,1.0228164387639684
2009,2014,1.0228164387639684
2010,2014,1.0228164387639684
2011,2014,1.0228164387639684
2012,2014,1.0228164387639684
2013,2014,1.0228164387639684
2014,2014,1
2015,2014,1.015080896769836
2016,2014,1.0156897575492994
2017,2014,1.0241149869140294
1962,2015,1.015080896769836
1963,2015,1.015080896769836
1964,2015,1.015080896769836
1965,2015,1.015080896769836
1966,2015,1.015080896769836
1967,2015,1.015080896769836
1968,2015,1.015080896769836
1969,2015,1.015080896769836
1970,2015,1.015080896769836
1971,2015,1.015080896769836
1972,2015,1.015080896769836
1973,2015,1.015080896769836
1974,2015,1.015080896769836
1975,2015,1.015080896769836
1976,2015,1.015080896769836
1977,2015,1.015080896769836
1978,2015,1.015080896769836
1979,2015,1.015080896769836
1980,2015,1.015080896769836
1981,2015,1.015080896769836
1982,2015,1.015080896769836
1983,2015,1.015080896769836
1984,2015,1.015080896769836
1985,2015,1.015080896769836
1986,2015,1.015080896769836
1987,2015,1.015080896769836
1988,2015,1.015080896769836
1989,2015,1.015080896769836
1990,2015,1.015080896769836
1991,2015,1.015080896769836
1992,2015,1.015080896769836
1993,2015,1.015080896769836
1994,2015,1.015080896769836
1995,2015,1.015080896769836
1996,2015,1.015080896769836
1997,2015,1.015080896769836
1998,2015,1.015080896769836
1999,2015,1.015080896769836
